place_id,amenity,road,hamlet,city,county,state,ISO3166-2-lvl4,postcode
4926,,Calle Miguel Hidalgo y Costilla,,,Tianguistenco,Estado de México,MX-MEX,52600
4927,,Calle Juan de la Barrera,,Xalapa,Xalapa,Veracruz,MX-VER,91100
4928,Cañagas,JAL-502 Autlán - El Grullo,,,Autlán de Navarro,Jalisco,MX-JAL,48740
4929,SERVICIO MULTISERVICIO DUAL,Calle Toluca - Mexico,,,Ocoyoacac,Estado de México,MX-MEX,52005
4930,Pemex,Calle Gustavo Díaz Ordaz,,Xalapa,Xalapa,Veracruz,MX-VER,91143
4931,,Avenida a Chalcatongo,San Bartolo,,Heroica Ciudad de Tlaxiaco,Oaxaca,MX-OAX,69800
4932,,Calle Ignacio Comonfort,,,El Naranjo,San Luis Potosí,MX-SLP,
4933,,,,,Tamazula,Durango,MX-DUR,
4934,,,,,Altotonga,Veracruz,MX-VER,93700
4935,,Callejón de las Carreras,,,Culiacán,Sinaloa,MX-SIN,
4936,,Nogal,,,Tala,Jalisco,MX-JAL,45300
4937,Pemex E02190,Centenario de la Constitución,,,Santa Bárbara,Chihuahua,MX-CHH,
4938,Pemex,Gasolinera Pemex Quecholac,,,Quecholac,Puebla,MX-PUE,75460
4939,,Caborca - El Desemboque,,,Caborca,Sonora,MX-SON,
4940,,Calle 5 de Mayo,,,Cosoleacaque,Veracruz,MX-VER,96343
4941,BP,Avenida Juan Palomar y Arias,,Zapopan,Zapopan,Jalisco,MX-JAL,45116
4942,,,,,Tecpatán,Chiapas,MX-CHP,
4943,La Cabaña,Libramiento de Naciones Unidas,,Ciudad Victoria,Victoria,Tamaulipas,MX-TAM,87039
4944,,Calle Vicente Guerrero,,Colima,Municipio de Colima,Colima,MX-COL,28000
4945,Pemex,Calle Bahía Acapulco,,Mazatlán,Mazatlán,Sinaloa,MX-SIN,82000
4946,Pemex,Calle Cueramaro,,,,Guanajuato,MX-GUA,36910
4947,Pemex,Avenida Plutarco Elías Calles,,Heroica Nogales,Municipio de Nogales,Sonora,MX-SON,84074
4948,,Carretera a Navolato,,Culiacán,Culiacán,Sinaloa,MX-SIN,80130
4949,Pemex E08136,Carretera Torreón-Jiménez,,,,Chihuahua,MX-CHH,33980
4950,,Carretera Ojuelos de Jalisco-San Luis Potosí,,,Ojuelos de Jalisco,Jalisco,MX-JAL,
4951,BP,Avenida Paseo Tollocan,,,San Mateo Atenco,Estado de México,MX-MEX,52105
4952,,Calle Emiliano Zapata,,,Cajeme,Sonora,MX-SON,85200
4953,Mi Viejo Pueblito Huetzingo II,Calle 10 de Septiembre,,,San Martín Texmelucan,Puebla,MX-PUE,74128
4954,Pemex,NL 49,,,Salinas Victoria,Nuevo León,MX-NLE,
4955,,Carretera Torreón-Saltillo,La Cuchilla,,San Pedro,Coahuila,MX-COA,
4956,Pemex,Carretera Buenavista-Tuxtepec,,,Cosamaloapan de Carpio,Veracruz,MX-VER,95340
4957,,Boulevard Pueblo Grande,,Hermosillo,Hermosillo,Sonora,MX-SON,83117
4958,,Carretera Vieja A Tecate,El Porvenir,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22698
4959,,Avenida Corregidora,,,Cerralvo,Nuevo León,MX-NLE,65900
4960,Pemex,Carretera Internacional a Huixtla,,Comitán,Comitán de Domínguez,Chiapas,MX-CHP,30039
4961,,Avenida Luis Donaldo Colosio Murrieta,,,Santa Cruz,Sonora,MX-SON,
4962,Pichardo,MEX 110,,,San Luis de la Paz,Guanajuato,MX-GUA,37906
4963,Petro Seven,Boulevard Alberto Limón Padilla,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22519
4964,Pemex,Avenida Periodismo,,Mexicali,,Baja California,MX-BCN,21090
4965,,Avenida Kennedy,,Nicolás Romero,Nicolás Romero,Estado de México,MX-MEX,54400
4966,Shell,Bulevar 14 Sur,,Municipio de Puebla,,Puebla,MX-PUE,72550
4967,Pemex,Calle Ignacio de la Llave,,Veracruz,Municipio de Veracruz,Veracruz,MX-VER,91910
4968,,Avenida Vicente Guerrero,,Nuevo Laredo,Municipio de Nuevo Laredo,Tamaulipas,MX-TAM,88260
4969,,Guadalupe Victoria a Mex 15,,,San Blas,Nayarit,MX-NAY,63758
4970,G500,Calle Lago de Guadalupe,,Ciudad Adolfo Lopez Mateos,Atizapán de Zaragoza,Estado de México,MX-MEX,54760
4971,Pemex,Avenida Alfonso Reyes,,Monterrey,Monterrey,Nuevo León,MX-NLE,64280
4972,Pemex salida a Chichimila-Felipe Carrillo Puerto,Calle 40,,Valladolid,Valladolid,Yucatán,MX-YUC,98780
4973,,Carretera Estatal: Cuitzeo - Zinaparo,,,Puruándiro,Michoacán,MX-MIC,58500
4974,Pemex E09277,Calle Francisco Javier Mina,,,López,Chihuahua,MX-CHH,
4975,,4ta Calle Oriente Sur,,,Cintalapa,Chiapas,MX-CHP,
4976,Pemex E01186,Calle Hospital,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32160
4977,,Licenciado Anacleto González Flores,,Tepatitlán,Tepatitlán de Morelos,Jalisco,MX-JAL,47650
4978,,Carretera Costera del Golfo,Colonia Lombardo,,Acayucan,Veracruz,MX-VER,96000
4979,,Calle 4 Poniente,,,Tecali de Herrera,Puebla,MX-PUE,
4980,,Calle Paseo de las Flores,,Villahermosa,Centro,Tabasco,MX-TAB,86029
4981,,Boulevard Agustín García López,,Guaymas,Guaymas,Sonora,MX-SON,85400
4982,Pemex E02984,Calle Belisario Domínguez,,,Buenaventura,Chihuahua,MX-CHH,
4983,,,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
4984,Repsol,Prolongación Norte 4,Los Naranjos,,Orizaba,Veracruz,MX-VER,94334
4985,Pemex,Avenida Paseo a Playas de Tijuana,,,Municipio de Tijuana,Baja California,MX-BCN,22504
4986,,Carretera Sáric-Altar,,,Altar,Sonora,MX-SON,83750
4987,,Venustiano Carranza,,,Bácum,Sonora,MX-SON,
4988,,Circuito Interior,,Durango,Municipio de Durango,Durango,MX-DUR,34260
4989,,Boulevard Álvaro Obregón,,Heroica Nogales,Municipio de Nogales,Sonora,MX-SON,84092
4990,,Calle Jesús González Ortega,,,Tangancícuaro,Michoacán,MX-MIC,59750
4991,Pemex,Boulevard Universidad,,Tecate,Municipio de Tecate,Baja California,MX-BCN,21470
4992,Shell,Prolongación 14 Oriente,,Municipio de Puebla,,Puebla,MX-PUE,72373
4993,PEMEX,Carretera Coatzacoalcos-Aeropuerto,,Coatzacoalcos,,Veracruz,MX-VER,96536
4994,,Avenida del Trabajo,,Manzanillo,Manzanillo,Colima,MX-COL,28200
4995,,Booulevard Sánchez Taboada,,Guaymas,Guaymas,Sonora,MX-SON,85400
4996,,,,,Puerto Vallarta,Jalisco,MX-JAL,48300
4997,,,,,Municipio de Matamoros,Tamaulipas,MX-TAM,
4998,BP,Calle Juan Aldama,,,,Ciudad de México,MX-CMX,06350
4999,Pemex,MEX 120,,,Hidalgo,Michoacán,MX-MIC,
5000,Pemex,Carretera a Navolato,,Culiacán Rosales,Culiacán,Sinaloa,MX-SIN,80135
5001,BP,Boulevard Norte,,Municipio de Puebla,,Puebla,MX-PUE,72050
5002,Shell,Avenida Centenario,,,,Ciudad de México,MX-CMX,
5003,,Calle 16 de Septiembre,,,General Plutarco Elías Calles,Sonora,MX-SON,83570
5004,,Avenida San Pedro,,,Soledad de Graciano Sánchez,San Luis Potosí,MX-SLP,78436
5005,,Ejido de Xico,,Chalco de Díaz Covarrubias,Chalco,Estado de México,MX-MEX,56616
5006,Pemex,Carretera Zacatecas-Aguascalientes,,,Ojocaliente,Zacatecas,MX-ZAC,98710
5007,,,,,Nocupétaro,Michoacán,MX-MIC,
5008,,Libramiento Sur,,Colima,Municipio de Colima,Colima,MX-COL,28000
5009,,Javier Mina,,,Jalostotitlán,Jalisco,MX-JAL,47120
5010,,,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,67174
5011,,Avenida 20 de Noviembre,,Guasave,Guasave,Sinaloa,MX-SIN,81018
5012,Estación de la 10 - BP,Avenida Juan Sarabia,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22000
5013,,Avenida Cri-Crí,Pluviosilla,Orizaba,Orizaba,Veracruz,MX-VER,94329
5014,Gulf,Carretera a Reynosa,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,67190
5015,Total,Carretera Aguascalientes-León,,,Encarnación de Díaz,Jalisco,MX-JAL,
5016,,Boulevard José María Morelos y Pavón,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
5017,,Avenida Profesor Ramón Mendoza Herrera,,Villahermosa,Centro,Tabasco,MX-TAB,86029
5018,G500,Calzada de las Armas,,Tlalnepantla,Naucalpan de Juárez,Estado de México,MX-MEX,02718
5019,,Calle Tampico,,,González,Tamaulipas,MX-TAM,
5020,Gasolinera ae,Calle Paseo Alejandro Cervantes Delgado Carril Sur a Norte,,Chilpancingo,Chilpancingo de los Bravo,Guerrero,MX-GRO,39030
5021,,Avenida Principal,,,San Miguel Soyaltepec,Oaxaca,MX-OAX,
5022,G500,Avenida Canal de Apatlaco,,,,Ciudad de México,MX-CMX,
5023,,,,,Municipio de Comondú,Baja California Sur,MX-BCS,
5024,Simon Bolivar,Sábalo,,Poza Rica,Poza Rica de Hidalgo,Veracruz,MX-VER,93290
5025,Farmacias Similares,Calle Plaza Garibaldi,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,87351
5026,,Calle Federal Libre 120 San Juan del Río - Xilitla,,,Ezequiel Montes,Querétaro,MX-QUE,76506
5027,,,,,Guasave,Sinaloa,MX-SIN,
5028,,,,,Aconchi,Sonora,MX-SON,
5029,Pemex E07724,Calle Henry Dunant,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32310
5030,,Avenida Libertad,,,Villa de Chilapa de Díaz,Oaxaca,MX-OAX,
5031,ARCO (Servicio Oro Negro),Carretera Los Mochis - Navojoa,,Navojoa,Navojoa,Sonora,MX-SON,85895
5032,Pemex E06405,Boulevard Licenciado Oscar Flores Sánchez,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32625
5033,,MEX 88,,,Mineral de la Reforma,Hidalgo,MX-HID,43830
5034,Pemex,Boulevard Benito Juárez,,Mexicali,,Baja California,MX-BCN,21280
5035,Los cerritos,Libramiento Sur de Tapachula,,,Tapachula,Chiapas,MX-CHP,30797
5036,G500,Carretera México-Texcoco,,,Atenco,Estado de México,MX-MEX,56300
5037,Pemex,Boulevard Solidaridad,,Hermosillo,Hermosillo,Sonora,MX-SON,83246
5038,,Calle Uruguay,,Tepic,Municipio de Tepic,Nayarit,MX-NAY,63199
5039,,Bulevard Guadalupano,,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,MX-AGU,20179
5040,Pemex,Avenida Chimalhuacán,,Nezahualcóyotl,Nezahualcóyotl,Estado de México,MX-MEX,57000
5041,,Calle 300,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
5042,Gasolineria Pemex,Avenida Nicolas Bravo,,,Ixtlahuaca,Estado de México,MX-MEX,50740
5043,Gasolinera,Calle Canal de la Barranca,,,Tepeyahualco,Puebla,MX-PUE,
5044,,Calle Nochebuena,,Chalco de Díaz Covarrubias,Chalco,Estado de México,MX-MEX,56616
5045,PEMEX,Avenida de los Insurgentes Poniente,,Tepic,Municipio de Tepic,Nayarit,MX-NAY,63130
5046,,Carretera Transístmica,,,Soconusco,Veracruz,MX-VER,96000
5047,,Calle Principal,,,Jocotitlán,Estado de México,MX-MEX,50640
5048,Pemex E04133,Libramiento Perimetral,,Hidalgo del Parral,Hidalgo del Parral,Chihuahua,MX-CHH,33890
5049,,Periférico Carlos Pellicer Cámara,,Villahermosa,Centro,Tabasco,MX-TAB,86035
5050,,Avenida Cuauhtémoc,,Puerto Peñasco,Puerto Peñasco,Sonora,MX-SON,83550
5051,Pemex,Calle Décima Cuarta,,,,Baja California,MX-BCN,21395
5052,Pemex,Nicolás Bravo,,Culiacán,Culiacán,Sinaloa,MX-SIN,80200
5053,BP,Calzada Rodolfo Sánchez Taboada,,,,Baja California,MX-BCN,21600
5054,Pemex,MEX 105,La Estancia,,Atotonilco el Grande,Hidalgo,MX-HID,
5055,,Boulevard Magnocentro,,,Huixquilucan,Estado de México,MX-MEX,52787
5056,Pemex,Carretera Nuevo Laredo-Monterrey,,,Municipio de Nuevo Laredo,Tamaulipas,MX-TAM,
5057,,Carretera Tarimoro-Apaseo el Alto,,,Tarimoro,Guanajuato,MX-GUA,38716
5058,,Avenida Rancho Viejo,,Hermosillo,Hermosillo,Sonora,MX-SON,83116
5059,Pemex,Leyes de Reforma,,,,Ciudad de México,MX-CMX,09040
5060,,,,Ciudad Victoria,Victoria,Tamaulipas,MX-TAM,87078
5061,Gasolinera,Carretera Tuxtla Gutiérrez Copainala,,,Copainalá,Chiapas,MX-CHP,
5062,PEMEX,Avenida Carlos Sansores Pérez,,,Champotón,Campeche,MX-CAM,24400
5063,,,,,Santo Domingo Tonalá,Oaxaca,MX-OAX,
5064,Pemex,Carretera Juárez-Cadereyta,,,Cadereyta Jiménez,Nuevo León,MX-NLE,67450
5065,,Tepalcatepec - Aquila,,,Coalcomán de Vázquez Pallares,Michoacán,MX-MIC,
5066,,,,,Zihuatanejo de Azueta,Guerrero,MX-GRO,40883
5067,Pemex,Carretera Nacional,Lazarillos de Abajo,,Allende,Nuevo León,MX-NLE,67350
5068,Pemex E01237,Avenida 5 de Mayo,,,Ascensión,Chihuahua,MX-CHH,
5069,,Ignacio Salazar,,Hermosillo,Hermosillo,Sonora,MX-SON,83139
5070,G500,Periférico Boulevard Adolfo Ruiz Cortines,,,,Ciudad de México,MX-CMX,
5071,Pemex E07275,Calle San Cipriano,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32575
5072,Pemex,Carretera Chapala-Guadalajara,San Vicente,,Tlajomulco de Zuñiga,Jalisco,MX-JAL,45672
5073,,Av. Delante,,Ensenada,Municipio de Ensenada,Baja California,MX-BCN,22800
5074,Pemex,Carretera San Fernando-Punta de Piedra-Carbonera Norte,,,San Fernando,Tamaulipas,MX-TAM,
5075,Pemex E10603,Carretera Panamericana,,Delicias,Delicias,Chihuahua,MX-CHH,33010
5076,,Calle José María González,,Nuevo Laredo,Municipio de Nuevo Laredo,Tamaulipas,MX-TAM,88170
5077,,Calle 45,,,Oxkutzcab,Yucatán,MX-YUC,97880
5078,,,,,Zapotlanejo,Jalisco,MX-JAL,45430
5079,Pemex,Avenida Las Américas,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,67150
5080,,Avenida Álvaro Obregón,,,Cananea,Sonora,MX-SON,84620
5081,Gasolinera,Avenida 20 de Noviembre,,,Las Choapas,Veracruz,MX-VER,96980
5082,,Avenida Libramiento Martínez de la Torre-Tlapacoyan,,,Martínez de la Torre,Veracruz,MX-VER,93603
5083,,,El Novillero,,Orizaba,Veracruz,MX-VER,94339
5084,Pemex E01363,Carretera Guerrero-La Junta,,,Guerrero,Chihuahua,MX-CHH,
5085,,,,Tampico,Tampico,Tamaulipas,MX-TAM,89318
5086,Pemex,Calle Girasol,,,Zapopan,Jalisco,MX-JAL,45200
5087,,Calle John Sparks,,Coatzacoalcos,,Veracruz,MX-VER,96510
5088,,Avenida Altos Hornos,,Villahermosa,Centro,Tabasco,MX-TAB,86029
5089,PEMEX,Prolongación Oriente 6,Rafael Alvarado,,Orizaba,Veracruz,MX-VER,94340
5090,,Calle 51,,Tizimin,Tizimín,Yucatán,MX-YUC,97775
5091,OXXO Gas,Calle 53,,Mérida,Mérida,Yucatán,MX-YUC,97155
5092,,Ciudad Obregón - Navojoa,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
5093,Pemex,MEX 180,,,Centro,Tabasco,MX-TAB,86270
5094,INTERNET Y VIDEOJUEGOS,Calle Francisco González Bocanegra,Ampliación las Bajadas,,Municipio de Veracruz,Veracruz,MX-VER,91726
5095,Pemex E06977,Avenida Manuel Gómez Morín,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32450
5096,,Boulevard Miguel Hidalgo y Costilla,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
5097,Pemex E06641,Boulevard Independencia,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,79927
5098,Pemex,Privada Rancho Santa Isabel,Privadas San Andrés,Tulancingo de Bravo,,Hidalgo,MX-HID,43710
5099,,Ignacio Aldama,,Culiacán,Culiacán,Sinaloa,MX-SIN,80200
5100,,Calle Emiliano Zapata,,,Burgos,Tamaulipas,MX-TAM,
5101,,Carretera Alpuyeca-Grutas de Cacahuamilpa,,,Miacatlán,Morelos,MX-MOR,62600
5102,Pemex,Carretera Zitácuaro-Ciudad Altamirano,Monte Grande,,Tiquicheo de Nicolás Romero,Michoacán,MX-MIC,
5103,,Avenida General Jacinto López,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
5104,Pemex E05979,Avenida de la Raza,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,94158
5105,,Carretera San Miguel El Alto-Encarnación de Díaz,,,San Miguel el Alto,Jalisco,MX-JAL,47150
5106,,Periférico Oriente,,Hermosillo,Hermosillo,Sonora,MX-SON,83293
5107,,7a Avenida Sur,,Tapachula,Tapachula,Chiapas,MX-CHP,30715
5108,Pemex,Calle Armadillo,,,Municipio de Veracruz,Veracruz,MX-VER,91809
5109,,,,,Villa de Allende,Estado de México,MX-MEX,50843
5110,,Calle Primera Norte Poniente,,,La Trinitaria,Chiapas,MX-CHP,
5111,,,,Tonalá,Tonalá,Jalisco,MX-JAL,45410
5112,,,,,Comalcalco,Tabasco,MX-TAB,
5113,Gasolineria Nerio,Calle General Terán,,,San Juan de Sabinas,Coahuila,MX-COA,25800
5114,,Carretera Nazas-Pedricena,,,Nazas,Durango,MX-DUR,
5115,,Calle Negrete Poniente,,,Huixtla,Chiapas,MX-CHP,
5116,,Avenida 16 de Septiembre,,,Natívitas,Tlaxcala,MX-TLA,90725
5117,,Licenciado Benito Juárez,,Navolato,Navolato,Sinaloa,MX-SIN,80370
5118,,,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32370
5119,,Rogelio Cantu Gomez,,Monterrey,Monterrey,Nuevo León,MX-NLE,64610
5120,,1o. de Mayo,,,Cosoleacaque,Veracruz,MX-VER,96343
5121,,Carretera Munguía-Las Adjuntas,,,Cuerámaro,Guanajuato,MX-GUA,36960
5122,,Avenida Mil Cumbres,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
5123,Pemex E07116,Calle Pino Suárez,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32674
5124,,Calle Retorno Ahuizol,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,87457
5125,Pemex,Calle 49,,Tizimin,Tizimín,Yucatán,MX-YUC,97775
5126,,Calle Torreón,,,General Bravo,Nuevo León,MX-NLE,
5127,,Privada Fresnos,,Municipio de Puebla,,Puebla,MX-PUE,72150
5128,,Carretera Federal Tierra Blanca-Sayula de Alemán,,,Tres Valles,Veracruz,MX-VER,
5129,,Avenida Constitución,,Río Bravo,Municipio de Río Bravo,Tamaulipas,MX-TAM,88950
5130,,Calle Venecia,,Morelia,Morelia,Michoacán,MX-MIC,58100
5131,,Calle 26,,Mérida,Mérida,Yucatán,MX-YUC,97180
5132,,Carretera Coatzacoalcos - Villahermosa,,Cárdenas,Cárdenas,Tabasco,MX-TAB,86500
5133,PEMEX,Boulevard La Calzada,,,Tuxpan,Veracruz,MX-VER,92880
5134,ES 8151,Carretera Conkal-Chicxulub Pueblo,San José,,Conkal,Yucatán,MX-YUC,97340
5135,,Boulevard Ignacio Ramírez,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
5136,,Calle Nacional,,Chalco de Díaz Covarrubias,Chalco,Estado de México,MX-MEX,56625
5137,,Libramiento Norte,,La Piedad de Cabadas,La Piedad,Michoacán,MX-MIC,59300
5138,Pemex E03792,Carretera Panamericana,,,Municipio de Chihuahua,Chihuahua,MX-CHH,31313
5139,,Calle Padre Eusebio Francisco Kino,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
5140,Protección Civil Ébano,Carretera Ciudad Valles-Tampico,,,Ébano,San Luis Potosí,MX-SLP,79150
5141,Pemex,Calle Los Leones,,,Municipio de Miguel Alemán,Tamaulipas,MX-TAM,
5142,Pemex,Calle Río Reforma,,Guadalajara,,Jalisco,MX-JAL,44897
5143,PEMEX,Calle Corregidora,,,Santa Cruz Tlaxcala,Tlaxcala,MX-TLA,90556
5144,,Carretera Lagos de Moreno-Ojuelos de Jalisco,,,Ojuelos de Jalisco,Jalisco,MX-JAL,47540
5145,Pemex,Boulevard Mauricio Castro,,,Municipio de Los Cabos,Baja California Sur,MX-BCS,23429
5146,,,,,Motul,Yucatán,MX-YUC,
5147,,Calle Tercera Norte,,,San Pedro Mixtepec,Oaxaca,MX-OAX,71800
5148,,Boulevard Lázaro Cárdenas,,La Piedad de Cabadas,La Piedad,Michoacán,MX-MIC,59379
5149,Chevron,Calle Novena,,Mexicali,,Baja California,MX-BCN,21000
5150,,Calle Melchor Ocampo,,,Acayucan,Veracruz,MX-VER,96070
5151,,,Lomas de San Juan,,Cuilápam de Guerrero,Oaxaca,MX-OAX,71230
5152,Gulf,Avenida Benito Juárez,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,64590
5153,,Marcos Achanlomaton,,,,Estado de México,MX-MEX,55885
5154,,Cd. de México,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,87360
5155,,General Felipe Ángeles,,,Agua Blanca de Iturbide,Hidalgo,MX-HID,
5156,,Boulevard Licenciado Miguel de la Madrid Hurtado,,Manzanillo,Manzanillo,Colima,MX-COL,28200
5157,,Calle 15 Oriente,,Tehuacán,Tehuacán,Puebla,MX-PUE,75700
5158,,,,,Tejupilco,Estado de México,MX-MEX,51400
5159,,,,,Perote,Veracruz,MX-VER,
5160,,Avenida Hidalgo,,,Amatlán de los Reyes,Veracruz,MX-VER,94940
5161,Pemex E06905,Avenida Plutarco Elías Calles,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32390
5162,,Avenida 5 de Mayo,Colonia Morelos,,Hueytamalco,Puebla,MX-PUE,
5163,,,,Manzanillo,Manzanillo,Colima,MX-COL,28200
5164,,Tepeapulco - Santo Tomás,,,Tepeapulco,Hidalgo,MX-HID,43996
5165,,Carretera Estatal Soledad de Doblado - Veracruz,,,Manlio Fabio Altamirano,Veracruz,MX-VER,
5166,,Calle Profesor Héctor Lizárraga,,,Imuris,Sonora,MX-SON,
5167,,,,,San Ignacio,Sinaloa,MX-SIN,
5168,,JAL 201,,,Cuquío,Jalisco,MX-JAL,45480
5169,8343,Circuito Colonias,,Mérida,Mérida,Yucatán,MX-YUC,97144
5170,,Calle Esmeralda,,,Pueblo Nuevo,Durango,MX-DUR,
5171,,Carretera Ciudad Río Bravo-Reynosa,,,Municipio de Reynosa,Tamaulipas,MX-TAM,88950
5172,,,,Coatzacoalcos,,Veracruz,MX-VER,96380
5173,,Calle Yucatán,,,Martínez de la Torre,Veracruz,MX-VER,93603
5174,Pemex,19 Oriente,,Tapachula,Tapachula,Chiapas,MX-CHP,30780
5175,Pemex 4370,Avenida México Japón,,Celaya,Celaya,Guanajuato,MX-GUA,38017
5176,Orsan,Boulevard Adolfo Ruiz Cortines,,Villahermosa,Centro,Tabasco,MX-TAB,86120
5177,,Avenida Miguel Hidalgo,,,Camerino Z. Mendoza,Veracruz,MX-VER,94740
5178,,Privada Sergio Montalvo,,,Santiago,Nuevo León,MX-NLE,67320
5179,,Carretera Ixtlahuaca - Jilotepec,,,Timilpan,Estado de México,MX-MEX,54350
5180,,Avenida Eje 3,,,Tultitlán,Estado de México,MX-MEX,55783
5181,G500,Carretera México-Texcoco,,,La Paz,Estado de México,MX-MEX,56520
5182,,,,,Rosario,Sinaloa,MX-SIN,
5183,Gasolinera 4 Caminos SA de CV,Carretera a Puerto Madero,,Tapachula,Tapachula,Chiapas,MX-CHP,30797
5184,Pemex,Calle Reforma,,,San Buenaventura,Coahuila,MX-COA,25500
5185,,Boulevard Vicente Valtierra,,León,León,Guanajuato,MX-GUA,37299
5186,Pemex,Calle 26,,,Muna,Yucatán,MX-YUC,97840
5187,,Calle Sufragio Efectivo,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
5188,,Carretera del Golfo,,,Carmen,Campeche,MX-CAM,
5189,,Boulevard del Minero,,Pachuca,Pachuca de Soto,Hidalgo,MX-HID,42088
5190,,,,,Villa Guerrero,Estado de México,MX-MEX,51783
5191,,Calle Ruta Mariano Matamoros,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22255
5192,,Avenida Miguel Hidalgo,,,Uriangato,Guanajuato,MX-GUA,38984
5193,,Calle Mora,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32690
5194,Pemex,Carretera Federal 186,,,Centro,Tabasco,MX-TAB,
5195,SERVICIO ENERGÉTICOS EL GERITON,Avenida de las Partidas,,,Toluca,Estado de México,MX-MEX,52004
5196,Pemex E07118,Avenida Carlos Amaya,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32290
5197,Servifacil,MEX 186,,,Centro,Tabasco,MX-TAB,
5198,Pemex,Boulevard Solidaridad las Torres,,Toluca,Toluca,Estado de México,MX-MEX,50170
5199,Pemex,Calle 51,,Mérida,Mérida,Yucatán,MX-YUC,97203
5200,Pemex,Autopista Tlaxcala - Apizaco,,,Yauhquemehcan,Tlaxcala,MX-TLA,90620
5201,,Calle Federal 40,,,Pueblo Nuevo,Durango,MX-DUR,
5202,Gulf,Avenida Forjadores de Puebla,,,San Pedro Cholula,Puebla,MX-PUE,72770
5203,,,,Cabo San Lucas,Municipio de Los Cabos,Baja California Sur,MX-BCS,
5204,,Carretera Huimanguillo-Cardenas,,,Huimanguillo,Tabasco,MX-TAB,
5205,Pemex,Calle Laguna de Términos,,,,Ciudad de México,MX-CMX,
5206,,Carretera Monclova-Piedras Negras,,,Allende,Coahuila,MX-COA,
5207,Gasolinera Cruz del Sur,Avenida Cruz del Sur,,Guadalajara,,Jalisco,MX-JAL,44580
5208,,Calzada del Márquez,,,Parras,Coahuila,MX-COA,
5209,Pemex,Avenida Álvaro Obregón,,San Luis Río Colorado,San Luis Río Colorado,Sonora,MX-SON,83400
5210,,Avenida General Benjamín Hill,,Guasave,Guasave,Sinaloa,MX-SIN,81018
5211,Subway,Libramiento San Luis Potosi,Zapatilla,,Municipio de San Luis Potosí,San Luis Potosí,MX-SLP,78425
5212,,Avenida Calimaya,,,Calimaya,Estado de México,MX-MEX,52220
5213,,Carretera a Tlapacoyan,Colonia Nueva Amanecer,,Acateno,Puebla,MX-PUE,
5214,Pemex E05677,Boulevard Zaragoza,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32690
5215,,MEX 190,Parada Mym,,Huejotzingo,Puebla,MX-PUE,74128
5216,PEMEX,Carretera a Almoloya de Juárez,,,Zinacantepec,Estado de México,MX-MEX,51355
5217,Pemex,Calle Ignacio Zaragoza,Barrio Tlatempa,,Acaxochitlán,Hidalgo,MX-HID,
5218,,Camino a las Pedreras,,General Escobedo,General Escobedo,Nuevo León,MX-NLE,64103
5219,,Paraíso - Comalcalco,,,Paraíso,Tabasco,MX-TAB,86605
5220,Pemex,Calle de la Juventud,,,Villa de Reyes,San Luis Potosí,MX-SLP,
5221,,Calle Dinamarca,,Puerto Vallarta,Puerto Vallarta,Jalisco,MX-JAL,48300
